"21","15"
"20","17"
"29","17"
"29","14"
"20","16"
"7","13"
"19","9"
"11","12"
"23","17"
"9","12"
"19","16"
"8","15"
"13","13"
"19","13"
"22","16"
"20","13"
"12",""
